pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
150,y,125,1,31,v,0,0.8216993,None,31,1,125,1,,,,,310.0122804,,309.9989147,310.0122804,311.0120392,311.0120392,311.0120392,311.0120392,311.0120392,312.0107593,312.0107593,312.8499281,v,0,0.8216993,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,126,2,31,c,1,0.36591,None,31,2,126,2,,,,,312.8618319,,312.8502629,312.8618319,313.8615474,313.8615474,313.8615474,313.8615474,313.8615474,314.8614498,314.8614498,315.232197,c,1,0.36591,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,127,3,31,z,1,0.6878782,None,31,3,127,3,,,,,315.2448233,,315.2324752,315.2448233,316.243957,316.243957,316.243957,316.243957,316.243957,317.2454656,317.2454656,317.9502351,z,1,0.6878782,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,128,0,32,x,1,0.326399,None,32,0,128,0,,,,,317.96203,,317.9507678,317.96203,318.9620374,318.9620374,318.9620374,318.9620374,318.9620374,319.9606641,319.9606641,320.2999186,x,1,0.326399,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,129,1,32,v,0,1.6260153,None,32,1,129,1,,,,,320.3113915,,320.3004951,320.3113915,321.3112811,321.3112811,321.3112811,321.3112811,321.3112811,322.3110628,322.3110628,323.9492265,v,0,1.6260153,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,130,2,32,c,1,0.4227649,None,32,2,130,2,,,,,323.9619334,,323.9498063,323.9619334,324.9612852,324.9612852,324.9612852,324.9612852,324.9612852,325.9609687,325.9609687,326.3978646,c,1,0.4227649,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,131,3,32,z,1,0.357284,None,32,3,131,3,,,,,326.4122885,,326.3983507,326.4122885,327.4117104,327.4117104,327.4117104,327.4117104,327.4117104,328.4118182,328.4118182,328.7836026,z,1,0.357284,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,132,0,33,x,1,1.2498143,None,33,0,132,0,,,,,328.7955036,,328.7840427,328.7955036,329.7949761,329.7949761,329.7949761,329.7949761,329.7949761,330.7938247,330.7938247,332.0490867,x,1,1.2498143,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,133,1,33,v,0,0.5961753,None,33,1,133,1,,,,,332.0614701,,332.0497678,332.0614701,333.0608316,333.0608316,333.0608316,333.0608316,333.0608316,334.0613212,334.0613212,334.6660357,v,0,0.5961753,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,134,2,33,c,1,0.3396669,None,33,2,134,2,,,,,334.6787707,,334.6666136,334.6787707,335.6787037,335.6787037,335.6787037,335.6787037,335.6787037,336.6779237,336.6779237,337.0320936,c,1,0.3396669,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,135,3,33,z,1,0.0741447,None,33,3,135,3,,,,,337.0448719,,337.0326763,337.0448719,338.0448971,338.0448971,338.0448971,338.0448971,338.0448971,339.0450763,339.0450763,339.129908,z,1,0.0741447,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,136,0,34,x,1,0.280767,None,34,0,136,0,,,,,339.1443049,,339.1301601,339.1443049,340.1450926,340.1450926,340.1450926,340.1450926,340.1450926,341.1283019,341.1283019,341.4177762,x,1,0.280767,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,137,1,34,v,0,0.5306411,None,34,1,137,1,,,,,341.4283693,,341.4182631,341.4283693,342.4278163,342.4278163,342.4278163,342.4278163,342.4278163,343.4274786,343.4274786,343.9649906,v,0,0.5306411,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,138,2,34,c,1,0.4032915,None,34,2,138,2,,,,,343.9778185,,343.9653519,343.9778185,344.9770012,344.9770012,344.9770012,344.9770012,344.9770012,345.9773222,345.9773222,346.3838959,c,1,0.4032915,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,139,3,34,z,1,1.0248359,None,34,3,139,3,,,,,346.394836,,346.3842563,346.394836,347.3938842,347.3938842,347.3938842,347.3938842,347.3938842,348.3940148,348.3940148,349.431781,z,1,1.0248359,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,140,0,35,x,1,0.4101724,None,35,0,140,0,,,,,349.4448118,,349.4321244,349.4448118,350.4446453,350.4446453,350.4446453,350.4446453,350.4446453,351.4439816,351.4439816,351.8650101,x,1,0.4101724,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,141,1,35,v,0,0.371342,None,35,1,141,1,,,,,351.8777544,,351.8653371,351.8777544,352.8771769,352.8771769,352.8771769,352.8771769,352.8771769,353.8775015,353.8775015,354.2654323,v,0,0.371342,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,142,2,35,c,1,0.3637137,None,35,2,142,2,,,,,354.2769525,,354.2660144,354.2769525,355.2783617,355.2783617,355.2783617,355.2783617,355.2783617,356.2781503,356.2781503,356.6492693,c,1,0.3637137,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,143,3,35,z,1,0.5283843,None,35,3,143,3,,,,,356.6612638,,356.6496238,356.6612638,357.6611506,357.6611506,357.6611506,357.6611506,357.6611506,358.6609786,358.6609786,359.2007041,z,1,0.5283843,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,144,0,36,x,1,0.2008649,None,36,0,144,0,,,,,359.2110289,,359.20098,359.2110289,360.2122257,360.2122257,360.2122257,360.2122257,360.2122257,361.2110492,361.2110492,361.4159056,x,1,0.2008649,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,145,1,36,v,0,0.4069574,None,36,1,145,1,,,,,361.428295,,361.4162405,361.428295,362.4269484,362.4269484,362.4269484,362.4269484,362.4269484,363.4281435,363.4281435,363.8491736,v,0,0.4069574,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,146,2,36,c,1,0.7249504,None,36,2,146,2,,,,,363.8612002,,363.8495725,363.8612002,364.8613227,364.8613227,364.8613227,364.8613227,364.8613227,365.8612366,365.8612366,366.5985569,c,1,0.7249504,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,147,3,36,z,1,0.4103076,None,36,3,147,3,,,,,366.6112106,,366.5991446,366.6112106,367.6125602,367.6125602,367.6125602,367.6125602,367.6125602,368.6112513,368.6112513,369.0313348,z,1,0.4103076,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,148,0,37,x,1,0.2961009,None,37,0,148,0,,,,,369.0442121,,369.0316302,369.0442121,370.044716,370.044716,370.044716,370.044716,370.044716,371.0434039,371.0434039,371.3468356,x,1,0.2961009,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,149,1,37,v,0,0.3982528,None,37,1,149,1,,,,,371.3607428,,371.3471381,371.3607428,372.3603802,372.3603802,372.3603802,372.3603802,372.3603802,373.3607782,373.3607782,373.763775,v,0,0.3982528,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,150,2,37,c,1,0.3636202,None,37,2,150,2,,,,,373.7772378,,373.7640421,373.7772378,374.7772297,374.7772297,374.7772297,374.7772297,374.7772297,375.7774801,375.7774801,376.1487196,c,1,0.3636202,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,151,3,37,z,1,0.667267,None,37,3,151,3,,,,,376.1607207,,376.1492546,376.1607207,377.1608611,377.1608611,377.1608611,377.1608611,377.1608611,378.1607143,378.1607143,378.8324605,z,1,0.667267,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,152,0,38,x,1,0.9842815,None,38,0,152,0,,,,,378.8444673,,378.8328574,378.8444673,379.8438813,379.8438813,379.8438813,379.8438813,379.8438813,380.8439234,380.8439234,381.8358109,x,1,0.9842815,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,153,1,38,v,0,0.7037027,None,38,1,153,1,,,,,381.8445704,,381.8362449,381.8445704,382.8436179,382.8436179,382.8436179,382.8436179,382.8436179,383.8444623,383.8444623,384.5657311,v,0,0.7037027,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,154,2,38,c,1,0.3898467,None,38,2,154,2,,,,,384.5776662,,384.5660835,384.5776662,385.5775984,385.5775984,385.5775984,385.5775984,385.5775984,386.5771529,386.5771529,386.9795283,c,1,0.3898467,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,155,3,38,z,1,0.3496115,None,38,3,155,3,,,,,386.9937077,,386.9797727,386.9937077,387.9939712,387.9939712,387.9939712,387.9939712,387.9939712,388.9938084,388.9938084,389.3493452,z,1,0.3496115,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,156,0,39,x,1,0.2378837,None,39,0,156,0,,,,,389.3605927,,389.3496971,389.3605927,390.3604834,390.3604834,390.3604834,390.3604834,390.3604834,391.3605548,391.3605548,391.6148834,x,1,0.2378837,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,157,1,39,v,0,0.6877144,None,39,1,157,1,,,,,391.6278053,,391.6152207,391.6278053,392.6279922,392.6279922,392.6279922,392.6279922,392.6279922,393.6266248,393.6266248,394.330278,v,0,0.6877144,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,158,2,39,c,1,0.416276,None,39,2,158,2,,,,,394.3443839,,394.3306029,394.3443839,395.3438609,395.3438609,395.3438609,395.3438609,395.3438609,396.3431819,396.3431819,396.7659898,c,1,0.416276,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,159,3,39,z,1,2.3360461,None,39,3,159,3,,,,,396.7780869,,396.7663489,396.7780869,397.7779558,397.7779558,397.7779558,397.7779558,397.7779558,398.7766541,398.7766541,401.1159337,z,1,2.3360461,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,160,0,40,x,1,1.0954582,None,40,0,160,0,,,,,401.1277798,,401.1164851,401.1277798,402.1273118,402.1273118,402.1273118,402.1273118,402.1273118,403.1267525,403.1267525,404.2297987,x,1,1.0954582,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,161,1,40,v,0,0.7129092,None,40,1,161,1,,,,,404.2432728,,404.2300287,404.2432728,405.2433085,405.2433085,405.2433085,405.2433085,405.2433085,406.242254,406.242254,406.9636069,v,0,0.7129092,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,162,2,40,c,1,0.4660903,None,40,2,162,2,,,,,406.9767036,,406.9639098,406.9767036,407.9763739,407.9763739,407.9763739,407.9763739,407.9763739,408.9767066,408.9767066,409.4475009,c,1,0.4660903,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,163,3,40,z,1,0.6262285,None,40,3,163,3,,,,,409.4601932,,409.4478609,409.4601932,410.4602794,410.4602794,410.4602794,410.4602794,410.4602794,411.4613994,411.4613994,412.0988748,z,1,0.6262285,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,164,0,41,x,1,0.5585323,None,41,0,164,0,,,,,412.1100905,,412.0992048,412.1100905,413.1100424,413.1100424,413.1100424,413.1100424,413.1100424,414.1104,414.1104,414.6800933,x,1,0.5585323,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,165,1,41,v,0,0.4053299,None,41,1,165,1,,,,,414.6931411,,414.6803778,414.6931411,415.6932726,415.6932726,415.6932726,415.6932726,415.6932726,416.6929854,416.6929854,417.1140905,v,0,0.4053299,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,166,2,41,c,1,1.2500716,None,41,2,166,2,,,,,417.1266827,,417.1144556,417.1266827,418.1264202,418.1264202,418.1264202,418.1264202,418.1264202,419.1261558,419.1261558,420.3793055,c,1,1.2500716,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,167,3,41,z,1,0.9731143,None,41,3,167,3,,,,,420.3931984,,420.3795383,420.3931984,421.3930606,421.3930606,421.3930606,421.3930606,421.3930606,422.393676,422.393676,423.3798214,z,1,0.9731143,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,168,0,42,x,1,1.777233,None,42,0,168,0,,,,,423.3929175,,423.3801114,423.3929175,424.3930479,424.3930479,424.3930479,424.3930479,424.3930479,425.39328,425.39328,427.1778025,x,1,1.777233,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,169,1,42,v,0,0.6048489,None,42,1,169,1,,,,,427.1928489,,427.1780471,427.1928489,428.1924515,428.1924515,428.1924515,428.1924515,428.1924515,429.1765001,429.1765001,429.7826407,v,0,0.6048489,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,170,2,42,c,1,0.3468594,None,42,2,170,2,,,,,429.7935148,,429.7829178,429.7935148,430.7937878,430.7937878,430.7937878,430.7937878,430.7937878,431.7932119,431.7932119,432.1475433,c,1,0.3468594,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,171,3,42,z,1,0.6959169,None,42,3,171,3,,,,,432.1599149,,432.1481833,432.1599149,433.1608417,433.1608417,433.1608417,433.1608417,433.1608417,434.1603424,434.1603424,434.86522,z,1,0.6959169,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,172,0,43,x,1,0.3004788,None,43,0,172,0,,,,,434.8768573,,434.865724,434.8768573,435.8763217,435.8763217,435.8763217,435.8763217,435.8763217,436.8761952,436.8761952,437.1791439,x,1,0.3004788,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,173,1,43,v,0,1.4916978,None,43,1,173,1,,,,,437.1924456,,437.1794726,437.1924456,438.1927035,438.1927035,438.1927035,438.1927035,438.1927035,439.1927008,439.1927008,440.6966409,v,0,1.4916978,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,174,2,43,c,1,0.4563835,None,43,2,174,2,,,,,440.7105237,,440.6969369,440.7105237,441.709518,441.709518,441.709518,441.709518,441.709518,442.710192,442.710192,443.1814345,c,1,0.4563835,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,175,3,43,z,1,0.8309466,None,43,3,175,3,,,,,443.1933734,,443.1818803,443.1933734,444.1927468,444.1927468,444.1927468,444.1927468,444.1927468,445.1932465,445.1932465,446.0309676,z,1,0.8309466,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,176,0,44,x,1,0.4923179,None,44,0,176,0,,,,,446.0433453,,446.0313772,446.0433453,447.0426487,447.0426487,447.0426487,447.0426487,447.0426487,448.042844,448.042844,448.5454098,x,1,0.4923179,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,177,1,44,v,0,1.4792314,None,44,1,177,1,,,,,448.5599626,,448.5456586,448.5599626,449.5597801,449.5597801,449.5597801,449.5597801,449.5597801,450.559522,450.559522,452.0484864,v,0,1.4792314,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,178,2,44,c,1,0.5818693,None,44,2,178,2,,,,,452.0599815,,452.0488215,452.0599815,453.0589066,453.0589066,453.0589066,453.0589066,453.0589066,454.0590094,454.0590094,454.6482133,c,1,0.5818693,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,179,3,44,z,1,0.3860004,None,44,3,179,3,,,,,454.6599939,,454.6485749,454.6599939,455.6611271,455.6611271,455.6611271,455.6611271,455.6611271,456.6584979,456.6584979,457.0474817,z,1,0.3860004,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,180,0,45,x,1,0.3467408,None,45,0,180,0,,,,,457.0596565,,457.0478011,457.0596565,458.0600558,458.0600558,458.0600558,458.0600558,458.0600558,459.0599257,459.0599257,459.4144473,x,1,0.3467408,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,181,1,45,v,0,0.6207004,None,45,1,181,1,,,,,459.4268256,,459.414762,459.4268256,460.4263603,460.4263603,460.4263603,460.4263603,460.4263603,461.4258167,461.4258167,462.0634566,v,0,0.6207004,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,182,2,45,c,1,0.3785919,None,45,2,182,2,,,,,462.0759361,,462.0637754,462.0759361,463.076626,463.076626,463.076626,463.076626,463.076626,464.0757913,464.0757913,464.4654641,c,1,0.3785919,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,183,3,45,z,1,0.3702856,None,45,3,183,3,,,,,464.476599,,464.4659027,464.476599,465.4760773,465.4760773,465.4760773,465.4760773,465.4760773,466.475893,466.475893,466.8483941,z,1,0.3702856,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,184,0,46,x,1,0.3045209,None,46,0,184,0,,,,,466.8598448,,466.8488865,466.8598448,467.8586323,467.8586323,467.8586323,467.8586323,467.8586323,468.8586979,468.8586979,469.1808097,x,1,0.3045209,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,185,1,46,v,0,0.398671,None,46,1,185,1,,,,,469.192472,,469.1811053,469.192472,470.1919806,470.1919806,470.1919806,470.1919806,470.1919806,471.1927823,471.1927823,471.5967836,v,0,0.398671,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,186,2,46,c,1,0.4367485,None,46,2,186,2,,,,,471.6096461,,471.5970774,471.6096461,472.6088399,472.6088399,472.6088399,472.6088399,472.6088399,473.6084824,473.6084824,474.0636602,c,1,0.4367485,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,187,3,46,z,1,0.4069129,None,46,3,187,3,,,,,474.0754092,,474.0641597,474.0754092,475.0756043,475.0756043,475.0756043,475.0756043,475.0756043,476.0758971,476.0758971,476.4970347,z,1,0.4069129,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,188,0,47,x,1,0.3732449,None,47,0,188,0,,,,,476.5096534,,476.4975372,476.5096534,477.509169,477.509169,477.509169,477.509169,477.509169,478.5090521,478.5090521,478.898525,x,1,0.3732449,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,189,1,47,v,0,1.6128239,None,47,1,189,1,,,,,478.9091313,,478.8991109,478.9091313,479.9096954,479.9096954,479.9096954,479.9096954,479.9096954,480.9084545,480.9084545,482.5305379,v,0,1.6128239,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,190,2,47,c,1,0.3925067,None,47,2,190,2,,,,,482.5424688,,482.5308493,482.5424688,483.5428817,483.5428817,483.5428817,483.5428817,483.5428817,484.5423168,484.5423168,484.9488438,c,1,0.3925067,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,191,3,47,z,1,0.3069522,None,47,3,191,3,,,,,484.9588355,,484.9490702,484.9588355,485.9582522,485.9582522,485.9582522,485.9582522,485.9582522,486.9583868,486.9583868,487.2804096,z,1,0.3069522,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,192,0,48,x,1,0.48361,None,48,0,192,0,,,,,487.2928092,,487.2808847,487.2928092,488.2922823,488.2922823,488.2922823,488.2922823,488.2922823,489.2926867,489.2926867,489.7819608,x,1,0.48361,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,193,1,48,v,0,0.4981013,None,48,1,193,1,,,,,489.792821,,489.7824823,489.792821,490.791915,490.791915,490.791915,490.791915,490.8080649,491.7919998,491.7919998,492.2975358,v,0,0.4981013,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,194,2,48,c,1,0.5247521,None,48,2,194,2,,,,,492.3105256,,492.2980201,492.3105256,493.3087547,493.3087547,493.3087547,493.3087547,493.325877,494.3090805,494.3090805,494.8467108,c,1,0.5247521,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,195,3,48,z,1,0.456757,None,48,3,195,3,,,,,494.8591866,,494.8470717,494.8591866,495.8595673,495.8595673,495.8595673,495.8595673,495.8595673,496.8590108,496.8590108,497.3290544,z,1,0.456757,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,196,0,49,x,1,0.437704,None,49,0,196,0,,,,,497.3428678,,497.3294418,497.3428678,498.3423268,498.3423268,498.3423268,498.3423268,498.3423268,499.3420614,499.3420614,499.7964099,x,1,0.437704,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,197,1,49,v,0,0.9257347,None,49,1,197,1,,,,,499.8090524,,499.7967388,499.8090524,500.8084388,500.8084388,500.8084388,500.8084388,500.8084388,501.8090977,501.8090977,502.7460445,v,0,0.9257347,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
50,c,198,2,49,c,1,0.3208208,None,49,2,198,2,,,,,502.7585448,,502.7464351,502.7585448,503.7586725,503.7586725,503.7586725,503.7586725,503.7586725,504.7585468,504.7585468,505.095125,c,1,0.3208208,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,199,3,49,z,1,0.3364254,None,49,3,199,3,,,,,505.1088464,,505.0954135,505.1088464,506.1081314,506.1081314,506.1081314,506.1081314,506.1081314,507.1082717,507.1082717,507.4618678,z,1,0.3364254,None,,,,,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-50,x,0,0,0,x,1,0.3844395,None,,,,,0,0,0,0,507.4753893,,507.4693637,507.4753893,508.4754729,508.4754729,508.4754729,508.4754729,508.4754729,509.4747355,509.4747355,509.8628172,,,,,x,1,0.3844395,None,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
150,y,1,1,0,v,0,0.322345,None,,,,,0,1,1,1,509.875345,,509.8631118,509.875345,510.8759,510.8759,510.8759,510.8759,510.8759,511.8756367,511.8756367,512.211485,,,,,v,0,0.322345,None,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
-150,z,2,2,0,z,1,0.6097737,None,,,,,0,2,2,3,512.2258334,,512.2117227,512.2258334,513.2253334,513.2253334,513.2253334,513.2253334,513.2253334,514.2252273,514.2252273,514.8459888,,,,,z,1,0.6097737,None,142662,1,2024-10-17_21h23.34.089,untitled,2024.2.1post4,61.34239238,2024-10-17 21h23.39.257599 +0530
